[      0,      98;
     344,     340;
     345,     342;
     346,     366;
     347,     351;
     348,     375;
     349,     349;
     350,     394;
     351,     363;
     352,     371;
     353,     304;
     354,      88;
     355,     392;
     356,     341;
     357,     347;
     358,     314;
     359,     377;
     360,     357;
     361,     360;
     362,     355;
     363,     457;
     364,     391;
     365,     382;
     366,     372;
     367,     414;
     368,     353;
     369,     378;
     370,     339;
     371,     348;
     372,     354;
     373,     365;
     374,     376;
     375,     368;
     376,     359;
     377,     406;
     378,     362;
     379,     364;
     380,     343;
     381,     343;
     382,      52;
     383,     373;
     384,     430;
     385,     202;
     386,     221;
     387,     331;
     388,     451;
     389,     395;
     390,     346;
     391,     418;
     392,     410;
     393,      49;
     394,     399;
     395,     415;
     396,     400;
     397,     392;
     398,     414;
     399,     422;
     400,     398;
     401,     115;
     402,     423;
     403,     411;
     404,     365;
     405,     394;
     406,     366;
     407,     449;
     408,     391;
     409,     419;
     410,     347;
     411,     392;
     412,     408;
     413,     396;
     414,     407;
     415,     401;
     416,     390;
     417,     374;
     418,     483;
     419,     343;
     420,     451;
     421,     403;
     422,     426;
     423,      49;
     424,     424;
     425,     405;
     426,     425;
     427,     354;
     428,     421;
     429,      50;
     430,     433;
     431,     406;
     432,     416;
     433,     451;
     434,     457;
     435,     450;
     436,     438;
     437,     433;
     438,     404;
     439,     436;
     440,     445;
     441,     449;
     442,     483;
     443,     456;
     444,     474;
     445,     473;
     446,     446;
     447,     439;
     448,     440;
     449,     422;
     450,     494;
     451,     441;
     452,     460;
     453,     458;
     454,     115;
     455,     461;
     456,     475;
     457,     454;
     458,     434;
     459,     358;
     460,     452;
     461,     443;
     462,     444;
     463,     402;
     464,     492;
     465,     321;
     466,     467;
     467,     464;
     468,     415;
     469,     474;
     470,     486;
     471,     483;
     472,     487;
     473,     482;
     474,     493;
     475,     473;
     476,     404;
     477,     471;
     478,     475;
     479,     489;
     480,     491;
     481,     477;
     482,     494;
     483,     492;
     484,     495;
     485,     453;
     486,     469;
     487,     484;
     488,     434;
     489,     480;
     490,      89;
     491,     481;
     492,     472;
     493,     485;
     494,     458;
     495,     220;
     496,     476;
     497,     497;
     498,     116;
     499,     201]
